client_id,age,gender,driving_experience,car_model,year_of_manufacture,car_usage,annual_mileage,location,has_caused_accident,num_of_accidents,vehicle_value,risk_level
CL1601,60,Male,38,Subaru Forester,2006,Personal,43001,Mombasa,No,0,2074255,Low
CL1602,57,Male,39,Isuzu NQR,2015,Personal,21882,Thika,Yes,1,3269785,Medium
CL1603,59,Female,37,Nissan Note,2016,Commercial,41416,Kakamega,Yes,1,2597951,Medium
CL1604,67,Female,48,Isuzu NQR,2008,Personal,41358,Kakamega,Yes,4,4275944,High
CL1605,24,Female,6,Toyota Hiace,2012,PSV,31392,Mombasa,No,0,2070497,Low
CL1606,46,Male,27,Toyota Prado,2020,Personal,33555,Nairobi,No,0,2979129,Low
CL1607,34,Female,13,Toyota Premio,2007,PSV,12590,Eldoret,No,0,572908,Low
CL1608,33,Male,9,Toyota Prado,2015,Personal,33697,Nairobi,No,0,1342606,Low
CL1609,65,Male,47,Toyota Hiace,2013,Commercial,39430,Eldoret,No,0,4723138,Low
CL1610,52,Female,31,Toyota Hiace,2011,Personal,24716,Eldoret,No,0,1608837,Low
CL1611,32,Female,10,Toyota Premio,2007,Commercial,49913,Thika,Yes,1,1940352,Medium
CL1612,40,Female,18,Isuzu NQR,2016,PSV,28268,Nakuru,No,0,2820886,Low
CL1613,64,Male,44,Toyota Vitz,2010,Personal,28570,Eldoret,No,0,2150882,Low
CL1614,24,Female,6,Toyota Premio,2021,Personal,23407,Nakuru,No,0,4346556,Low
CL1615,62,Female,42,Toyota Premio,2010,Commercial,32923,Eldoret,Yes,4,3576511,High
CL1616,68,Male,50,Toyota Prado,2008,PSV,27140,Eldoret,Yes,3,4959118,High
CL1617,53,Female,31,Mazda Demio,2017,PSV,35595,Eldoret,Yes,1,1546094,Medium
CL1618,36,Male,12,Honda Fit,2017,PSV,43212,Nakuru,No,0,1232878,Low
CL1619,40,Male,21,Toyota Vitz,2013,Personal,14008,Eldoret,No,0,2966704,Low
CL1620,61,Female,39,Subaru Impreza,2016,Commercial,26877,Nakuru,No,0,3503337,Low
CL1621,46,Male,27,Nissan Note,2008,Commercial,14761,Thika,No,0,2613527,Low
CL1622,55,Male,31,Honda Fit,2020,PSV,37073,Kisumu,No,0,4895102,Low
CL1623,47,Female,27,Toyota Premio,2011,Personal,23795,Eldoret,Yes,1,2562044,Medium
CL1624,56,Male,35,Toyota Hiace,2016,Personal,30534,Kisumu,Yes,3,4068125,High
CL1625,36,Female,17,Nissan Note,2009,Commercial,17130,Thika,No,0,2233341,Low
CL1626,47,Male,27,Subaru Impreza,2015,Personal,17942,Thika,No,0,2450256,Low
CL1627,58,Female,39,Isuzu NQR,2017,Personal,44229,Nakuru,Yes,1,1602020,Medium
CL1628,44,Female,24,Toyota Vitz,2012,Commercial,37167,Mombasa,No,0,2167391,Low
CL1629,46,Female,26,Toyota Vitz,2012,PSV,27502,Nairobi,No,0,2556744,Low
CL1630,38,Male,17,Isuzu NQR,2015,Commercial,38161,Kakamega,Yes,1,1276385,Medium
CL1631,33,Male,13,Nissan Note,2008,Personal,19046,Mombasa,No,0,1506840,Low
CL1632,42,Male,19,Honda Fit,2022,PSV,40346,Kisumu,No,0,719356,Low
CL1633,40,Female,19,Mazda Demio,2020,Commercial,22563,Mombasa,No,0,2857761,Low
CL1634,44,Male,25,Nissan Note,2018,Personal,31251,Nairobi,Yes,1,2149379,Medium
CL1635,25,Female,6,Toyota Premio,2010,PSV,33070,Eldoret,No,0,2725653,Low
CL1636,38,Female,19,Toyota Vitz,2014,Personal,37414,Nakuru,Yes,1,550818,Medium
CL1637,27,Female,5,Toyota Prado,2013,Personal,32689,Nakuru,Yes,2,695428,High
CL1638,25,Female,1,Toyota Hiace,2010,PSV,16026,Eldoret,Yes,4,4481048,High
CL1639,38,Male,15,Subaru Forester,2007,Commercial,26465,Nairobi,No,0,3790633,Low
CL1640,24,Male,6,Toyota Vitz,2005,PSV,27145,Nakuru,No,0,3514130,Low
CL1641,54,Male,30,Toyota Premio,2007,Personal,32208,Mombasa,Yes,2,716651,High
CL1642,36,Male,18,Isuzu NQR,2016,Personal,25678,Mombasa,No,0,3035244,Low
CL1643,68,Male,45,Subaru Forester,2012,Commercial,19411,Kisumu,No,0,1339812,Low
CL1644,45,Female,21,Subaru Impreza,2008,Personal,43971,Nairobi,Yes,1,1544654,Medium
CL1645,54,Female,36,Nissan Note,2006,Personal,13514,Thika,No,0,1949299,Low
CL1646,51,Female,31,Subaru Forester,2006,Commercial,36177,Thika,Yes,1,1914780,Medium
CL1647,58,Male,35,Toyota Hiace,2006,Commercial,46731,Nakuru,No,0,3064878,Low
CL1648,40,Female,20,Toyota Premio,2021,Personal,14027,Kakamega,No,0,4410920,Low
CL1649,26,Female,5,Isuzu NQR,2020,PSV,15938,Eldoret,Yes,3,3796581,High
CL1650,39,Male,17,Honda Fit,2020,Commercial,17933,Nairobi,No,0,2475516,Low
CL1651,28,Female,6,Toyota Hiace,2007,Personal,11843,Nairobi,Yes,1,4890985,Medium
CL1652,18,Female,0,Isuzu NQR,2015,Commercial,23273,Eldoret,No,0,1271469,Low
CL1653,60,Male,39,Toyota Prado,2011,Commercial,32409,Nairobi,No,0,1274456,Low
CL1654,19,Male,0,Subaru Forester,2022,Commercial,45343,Thika,No,0,2570569,Low
CL1655,39,Male,18,Toyota Hiace,2006,Commercial,47030,Thika,Yes,1,1619816,Medium
CL1656,33,Female,10,Honda Fit,2020,Commercial,38054,Kakamega,No,0,3726250,Low
CL1657,21,Female,3,Mazda Demio,2017,Commercial,37258,Nakuru,No,0,592889,Low
CL1658,53,Female,33,Nissan Note,2006,Commercial,34968,Nakuru,No,0,3602923,Low
CL1659,22,Female,0,Toyota Vitz,2009,Commercial,23311,Thika,Yes,2,3637877,High
CL1660,26,Female,4,Toyota Hiace,2014,Personal,31711,Nakuru,No,0,2232329,Low
CL1661,27,Male,4,Mazda Demio,2021,Personal,17044,Nairobi,Yes,4,3585689,High
CL1662,64,Male,46,Toyota Premio,2022,PSV,43402,Thika,No,0,1056831,Low
CL1663,69,Male,49,Toyota Prado,2014,Commercial,31061,Eldoret,No,0,1189517,Low
CL1664,36,Female,17,Toyota Premio,2021,PSV,27629,Kisumu,No,0,4869246,Low
CL1665,52,Male,30,Toyota Premio,2005,Commercial,47443,Mombasa,No,0,2543419,Low
CL1666,57,Female,37,Mazda Demio,2010,Personal,11031,Kisumu,No,0,3787008,Low
CL1667,38,Female,20,Toyota Vitz,2019,Commercial,38351,Kisumu,Yes,2,3074584,High
CL1668,27,Male,6,Subaru Impreza,2005,Commercial,18720,Kisumu,Yes,1,2985500,Medium
CL1669,27,Female,3,Honda Fit,2010,Commercial,15392,Nakuru,Yes,3,4898884,High
CL1670,66,Male,43,Nissan Note,2020,Personal,25052,Kisumu,No,0,2734268,Low
CL1671,33,Female,13,Toyota Hiace,2010,PSV,27274,Kakamega,No,0,1783596,Low
CL1672,43,Male,20,Nissan Note,2021,PSV,27855,Mombasa,Yes,1,3901944,Medium
CL1673,27,Female,6,Toyota Vitz,2011,PSV,17991,Eldoret,Yes,2,3792239,High
CL1674,65,Female,44,Toyota Premio,2020,Commercial,12770,Kisumu,No,0,4226713,Low
CL1675,38,Female,19,Toyota Vitz,2006,Commercial,45590,Nairobi,Yes,1,795182,Medium
CL1676,52,Male,34,Subaru Forester,2014,Commercial,18250,Kisumu,No,0,3946010,Low
CL1677,23,Female,2,Subaru Impreza,2019,Personal,16908,Kisumu,Yes,2,3001212,High
CL1678,22,Male,0,Isuzu NQR,2008,PSV,27493,Thika,Yes,3,1850417,High
CL1679,67,Male,48,Subaru Forester,2017,Commercial,24901,Eldoret,No,0,3656366,Low
CL1680,54,Male,32,Subaru Forester,2009,Personal,42642,Kakamega,No,0,1049666,Low
CL1681,45,Female,24,Isuzu NQR,2022,Commercial,37801,Nairobi,No,0,4688432,Low
CL1682,25,Female,3,Honda Fit,2016,Personal,20686,Eldoret,No,0,4600681,Low
CL1683,37,Male,15,Isuzu NQR,2020,PSV,39928,Kakamega,Yes,3,3587686,High
CL1684,31,Female,11,Toyota Prado,2011,Commercial,19244,Kisumu,No,0,4989929,Low
CL1685,53,Male,34,Subaru Impreza,2021,PSV,12696,Kakamega,No,0,2684847,Low
CL1686,23,Male,4,Toyota Prado,2015,Personal,30092,Eldoret,Yes,2,4611932,High
CL1687,29,Male,5,Toyota Hiace,2014,Commercial,27939,Mombasa,Yes,2,3092859,High
CL1688,29,Male,10,Isuzu NQR,2007,PSV,18060,Thika,Yes,2,4824917,High
CL1689,62,Female,38,Isuzu NQR,2014,Personal,18328,Kakamega,No,0,637405,Low
CL1690,64,Male,42,Toyota Vitz,2016,Commercial,27045,Mombasa,No,0,4341829,Low
CL1691,33,Male,9,Toyota Premio,2007,PSV,34918,Eldoret,No,0,1321929,Low
CL1692,43,Male,21,Toyota Premio,2022,PSV,44937,Nairobi,Yes,1,1234459,Medium
CL1693,42,Male,22,Isuzu NQR,2016,PSV,26958,Nairobi,Yes,2,4117114,High
CL1694,41,Male,23,Toyota Vitz,2018,Commercial,31876,Thika,Yes,2,3280596,High
CL1695,53,Female,29,Toyota Premio,2019,Commercial,33949,Kakamega,No,0,1206412,Low
CL1696,21,Female,1,Toyota Prado,2021,PSV,24193,Mombasa,No,0,2808436,Low
CL1697,60,Male,39,Mazda Demio,2017,PSV,25066,Nakuru,Yes,2,4629014,High
CL1698,48,Female,24,Toyota Hiace,2010,Commercial,26491,Nairobi,No,0,4328295,Low
CL1699,61,Female,39,Nissan Note,2018,Personal,42015,Kisumu,No,0,2413514,Low
CL1700,27,Male,9,Toyota Premio,2016,Commercial,25487,Nakuru,Yes,1,4146277,Medium
CL1701,58,Male,36,Toyota Prado,2010,Commercial,35146,Kisumu,No,0,1930360,Low
CL1702,41,Female,23,Mazda Demio,2020,Personal,10591,Thika,No,0,1554853,Low
CL1703,21,Female,2,Subaru Forester,2010,Personal,47211,Mombasa,Yes,1,2035410,Medium
CL1704,69,Male,45,Mazda Demio,2019,Commercial,32993,Kisumu,No,0,3330434,Low
CL1705,51,Female,32,Toyota Premio,2015,Personal,21159,Nairobi,No,0,2419398,Low
CL1706,35,Female,13,Toyota Premio,2017,Personal,31975,Eldoret,Yes,2,3922578,High
CL1707,47,Male,23,Subaru Impreza,2016,PSV,31695,Eldoret,No,0,2512236,Low
CL1708,68,Male,45,Subaru Forester,2011,Commercial,17045,Thika,No,0,3965495,Low
CL1709,53,Female,33,Subaru Forester,2013,PSV,37759,Kisumu,No,0,4706330,Low
CL1710,57,Female,37,Toyota Prado,2020,Commercial,21966,Kakamega,Yes,1,4749012,Medium
CL1711,62,Male,40,Toyota Hiace,2018,Commercial,33092,Mombasa,No,0,787249,Low
CL1712,55,Male,35,Toyota Hiace,2005,Personal,31699,Eldoret,No,0,1270802,Low
CL1713,52,Female,28,Toyota Hiace,2012,PSV,29199,Mombasa,No,0,4533743,Low
CL1714,49,Male,27,Nissan Note,2018,Commercial,26991,Kisumu,Yes,1,988633,Medium
CL1715,68,Female,48,Honda Fit,2009,Personal,43356,Thika,No,0,667071,Low
CL1716,30,Female,6,Isuzu NQR,2015,PSV,47812,Eldoret,No,0,3165880,Low
CL1717,41,Male,20,Subaru Impreza,2018,PSV,21244,Nairobi,Yes,1,4264610,Medium
CL1718,44,Female,23,Toyota Hiace,2019,PSV,38878,Kakamega,No,0,2764381,Low
CL1719,62,Male,44,Mazda Demio,2014,PSV,19916,Nakuru,No,0,3159245,Low
CL1720,65,Male,42,Toyota Vitz,2005,Personal,39263,Eldoret,No,0,1424914,Low
CL1721,26,Male,2,Isuzu NQR,2007,Commercial,30567,Thika,Yes,1,3296175,Medium
CL1722,40,Male,18,Mazda Demio,2012,Commercial,15813,Eldoret,No,0,3967766,Low
CL1723,47,Female,25,Subaru Forester,2011,PSV,47018,Mombasa,Yes,1,624078,Medium
CL1724,23,Male,0,Toyota Vitz,2005,Personal,11041,Eldoret,Yes,4,1532203,High
CL1725,46,Female,23,Subaru Impreza,2005,PSV,13065,Mombasa,No,0,4943131,Low
CL1726,32,Female,11,Honda Fit,2017,Commercial,14267,Kakamega,Yes,2,571524,High
CL1727,58,Female,35,Toyota Vitz,2016,Commercial,12419,Mombasa,Yes,2,2260828,High
CL1728,46,Male,23,Subaru Impreza,2005,Commercial,22961,Thika,No,0,1132899,Low
CL1729,50,Female,26,Subaru Impreza,2005,Commercial,26360,Nakuru,No,0,3354891,Low
CL1730,48,Female,25,Isuzu NQR,2020,Commercial,13017,Nairobi,No,0,4885500,Low
CL1731,23,Female,1,Nissan Note,2021,PSV,38020,Eldoret,No,0,3880795,Low
CL1732,34,Male,12,Subaru Forester,2022,Personal,14746,Thika,Yes,2,2778569,High
CL1733,38,Female,19,Isuzu NQR,2007,PSV,13598,Thika,Yes,1,2607716,Medium
CL1734,29,Male,6,Subaru Impreza,2009,Personal,27862,Kakamega,No,0,1820985,Low
CL1735,25,Male,7,Subaru Forester,2008,Commercial,42670,Kakamega,No,0,4024756,Low
CL1736,56,Male,32,Nissan Note,2007,Commercial,31034,Mombasa,No,0,1528520,Low
CL1737,59,Female,35,Toyota Vitz,2018,PSV,31827,Eldoret,No,0,3901268,Low
CL1738,29,Female,11,Toyota Prado,2009,Personal,13869,Thika,No,0,4590602,Low
CL1739,53,Female,30,Mazda Demio,2020,Commercial,35651,Kakamega,No,0,3091661,Low
CL1740,46,Female,25,Honda Fit,2020,Commercial,23454,Kisumu,Yes,3,3256444,High
CL1741,66,Male,44,Subaru Forester,2019,Personal,20537,Nakuru,Yes,4,2703087,High
CL1742,21,Female,1,Nissan Note,2013,PSV,10051,Nairobi,No,0,4514398,Low
CL1743,69,Female,49,Toyota Vitz,2015,Personal,46724,Nairobi,No,0,1051556,Low
CL1744,58,Female,37,Subaru Impreza,2020,PSV,23864,Kakamega,Yes,1,4990741,Medium
CL1745,19,Male,0,Toyota Prado,2007,PSV,22529,Thika,No,0,2361317,Low
CL1746,35,Female,14,Isuzu NQR,2009,Commercial,13464,Eldoret,Yes,1,4778483,Medium
CL1747,35,Female,15,Honda Fit,2007,PSV,33880,Nakuru,Yes,1,2419587,Medium
CL1748,66,Male,48,Nissan Note,2006,PSV,11860,Mombasa,No,0,3979566,Low
CL1749,36,Male,15,Toyota Vitz,2007,PSV,26997,Kakamega,No,0,2846243,Low
CL1750,62,Female,42,Honda Fit,2017,Personal,35792,Kisumu,No,0,988968,Low
CL1751,18,Male,0,Nissan Note,2019,Personal,26052,Nairobi,No,0,4175929,Low
CL1752,27,Male,6,Nissan Note,2019,Commercial,36490,Eldoret,No,0,2728553,Low
CL1753,64,Female,40,Nissan Note,2005,Personal,34509,Mombasa,No,0,3345157,Low
CL1754,44,Female,22,Toyota Hiace,2019,Commercial,33804,Nakuru,Yes,1,3813723,Medium
CL1755,20,Female,0,Subaru Forester,2022,Personal,12611,Eldoret,No,0,1046363,Low
CL1756,46,Female,28,Toyota Vitz,2011,PSV,24610,Eldoret,No,0,2408981,Low
CL1757,39,Female,17,Toyota Prado,2005,Personal,37301,Eldoret,No,0,4994463,Low
CL1758,52,Male,32,Subaru Forester,2007,PSV,25186,Kakamega,No,0,4659962,Low
CL1759,64,Male,45,Toyota Vitz,2017,PSV,31516,Eldoret,No,0,3746536,Low
CL1760,51,Female,29,Toyota Premio,2020,Personal,47888,Nakuru,No,0,4133803,Low
CL1761,61,Female,41,Isuzu NQR,2016,Personal,39739,Nakuru,No,0,3808769,Low
CL1762,21,Female,0,Subaru Impreza,2020,Personal,13849,Thika,No,0,3750881,Low
CL1763,23,Female,3,Toyota Hiace,2012,Commercial,40669,Nairobi,Yes,2,1561385,High
CL1764,32,Male,8,Toyota Prado,2022,PSV,12093,Thika,Yes,4,2113849,High
CL1765,19,Male,0,Toyota Vitz,2011,Commercial,22342,Kisumu,No,0,1318706,Low
CL1766,45,Male,25,Isuzu NQR,2009,Commercial,34908,Kakamega,Yes,1,4306762,Medium
CL1767,32,Male,14,Toyota Hiace,2022,PSV,36651,Nakuru,Yes,1,2976498,Medium
CL1768,39,Female,15,Subaru Forester,2009,Commercial,14646,Kisumu,No,0,2899009,Low
CL1769,59,Female,41,Isuzu NQR,2016,PSV,11018,Kisumu,No,0,1303995,Low
CL1770,34,Male,15,Toyota Premio,2007,Commercial,28886,Nakuru,No,0,2516211,Low
CL1771,34,Female,13,Subaru Forester,2013,PSV,48665,Nairobi,Yes,1,2875253,Medium
CL1772,50,Female,27,Subaru Forester,2016,Personal,11626,Nakuru,No,0,1639391,Low
CL1773,47,Male,27,Mazda Demio,2012,Commercial,42356,Nakuru,Yes,1,1460875,Medium
CL1774,65,Male,43,Mazda Demio,2007,PSV,31353,Nairobi,No,0,4185266,Low
CL1775,50,Male,29,Toyota Vitz,2009,Personal,13439,Kakamega,No,0,3724400,Low
CL1776,19,Female,0,Mazda Demio,2016,Personal,36909,Nakuru,No,0,2616811,Low
CL1777,68,Female,50,Mazda Demio,2021,PSV,42499,Nairobi,No,0,4149175,Low
CL1778,28,Male,6,Subaru Forester,2012,Personal,37209,Nakuru,No,0,1001503,Low
CL1779,37,Male,19,Toyota Hiace,2011,PSV,22877,Kakamega,No,0,2506811,Low
CL1780,60,Male,38,Mazda Demio,2019,Commercial,32829,Mombasa,Yes,1,1372189,Medium
CL1781,68,Female,47,Nissan Note,2008,Commercial,24274,Kakamega,Yes,4,1593956,High
CL1782,36,Male,17,Isuzu NQR,2016,Personal,25295,Mombasa,No,0,772667,Low
CL1783,27,Male,7,Toyota Hiace,2008,PSV,35207,Kakamega,No,0,4401848,Low
CL1784,56,Female,32,Toyota Prado,2015,Commercial,16805,Eldoret,Yes,2,4560416,High
CL1785,63,Male,45,Toyota Prado,2021,Commercial,45886,Thika,No,0,3997172,Low
CL1786,39,Female,18,Toyota Premio,2010,Commercial,41887,Kisumu,Yes,3,4949113,High
CL1787,57,Male,34,Toyota Premio,2016,Personal,17614,Eldoret,No,0,2661513,Low
CL1788,69,Female,50,Toyota Hiace,2017,PSV,39714,Eldoret,No,0,2575414,Low
CL1789,52,Male,28,Honda Fit,2007,Commercial,26569,Thika,No,0,621701,Low
CL1790,69,Female,48,Toyota Hiace,2020,PSV,26065,Mombasa,No,0,1933043,Low
CL1791,18,Female,0,Toyota Premio,2016,PSV,30229,Kakamega,Yes,3,1863307,High
CL1792,63,Female,42,Honda Fit,2018,Commercial,44948,Kisumu,Yes,2,2435272,High
CL1793,24,Male,0,Subaru Impreza,2018,Commercial,25531,Thika,Yes,1,1892928,Medium
CL1794,37,Female,15,Honda Fit,2019,Commercial,23731,Thika,No,0,4285887,Low
CL1795,56,Female,34,Isuzu NQR,2010,PSV,11903,Kisumu,No,0,855431,Low
CL1796,55,Male,36,Mazda Demio,2020,Commercial,37452,Nakuru,No,0,4061669,Low
CL1797,68,Female,47,Toyota Hiace,2010,Commercial,12365,Thika,No,0,3350065,Low
CL1798,56,Male,32,Subaru Forester,2017,Personal,11949,Nakuru,Yes,2,1073684,High
CL1799,51,Female,30,Nissan Note,2006,PSV,11919,Nakuru,Yes,1,640689,Medium
CL1800,59,Male,40,Toyota Premio,2014,Personal,47924,Nairobi,No,0,1310672,Low
CL1801,34,Female,16,Subaru Impreza,2016,Commercial,16189,Nairobi,Yes,1,2297511,Medium
CL1802,36,Female,12,Isuzu NQR,2018,Personal,31224,Thika,No,0,2581530,Low
CL1803,57,Female,34,Mazda Demio,2018,Personal,40666,Nairobi,No,0,3300212,Low
CL1804,20,Male,0,Subaru Forester,2022,Personal,10510,Nairobi,Yes,4,3843473,High
CL1805,28,Male,8,Subaru Forester,2019,Commercial,12654,Nairobi,No,0,4821613,Low
CL1806,59,Male,41,Subaru Impreza,2005,Commercial,20336,Mombasa,No,0,3689291,Low
CL1807,55,Female,32,Subaru Forester,2016,Personal,35816,Nairobi,No,0,2330286,Low
CL1808,21,Male,0,Mazda Demio,2006,PSV,18798,Eldoret,Yes,2,4400275,High
CL1809,25,Male,2,Toyota Hiace,2005,PSV,32102,Kakamega,No,0,4103019,Low
CL1810,30,Female,7,Isuzu NQR,2008,PSV,32099,Mombasa,No,0,1689297,Low
CL1811,31,Male,8,Mazda Demio,2012,Personal,18744,Eldoret,No,0,868921,Low
CL1812,57,Female,34,Isuzu NQR,2010,Personal,20985,Kisumu,No,0,3126301,Low
CL1813,42,Female,20,Nissan Note,2016,PSV,37794,Nairobi,Yes,2,3832696,High
CL1814,42,Female,24,Toyota Prado,2010,Commercial,43706,Eldoret,Yes,3,2998544,High
CL1815,23,Male,5,Toyota Hiace,2015,Personal,30323,Mombasa,Yes,1,2827654,Medium
CL1816,55,Female,36,Toyota Prado,2012,Commercial,18711,Thika,No,0,3053447,Low
CL1817,61,Male,37,Toyota Hiace,2008,Commercial,34251,Kisumu,Yes,1,1770242,Medium
CL1818,40,Male,18,Toyota Premio,2009,Personal,36974,Nairobi,Yes,1,3739436,Medium
CL1819,37,Female,19,Toyota Hiace,2020,Personal,37453,Eldoret,Yes,4,1395318,High
CL1820,55,Male,33,Toyota Premio,2008,Personal,37873,Thika,No,0,2110921,Low
CL1821,67,Female,48,Mazda Demio,2019,Personal,14830,Thika,Yes,2,1656714,High
CL1822,42,Female,20,Honda Fit,2021,Commercial,30133,Nairobi,No,0,1977482,Low
CL1823,21,Female,0,Toyota Hiace,2019,PSV,12368,Eldoret,No,0,1625664,Low
CL1824,53,Male,32,Toyota Vitz,2017,Personal,19862,Nairobi,Yes,1,3880635,Medium
CL1825,26,Female,8,Toyota Hiace,2020,Personal,27993,Nakuru,No,0,3477802,Low
CL1826,29,Female,8,Isuzu NQR,2018,Commercial,13679,Kisumu,No,0,4210324,Low
CL1827,18,Female,0,Toyota Premio,2008,Commercial,33382,Thika,No,0,4303454,Low
CL1828,38,Male,16,Isuzu NQR,2021,Commercial,41923,Kakamega,Yes,3,1803609,High
CL1829,32,Female,11,Subaru Impreza,2021,PSV,33246,Kakamega,Yes,1,3043173,Medium
CL1830,66,Female,48,Toyota Prado,2013,Personal,37962,Nakuru,Yes,1,4426176,Medium
CL1831,31,Male,13,Honda Fit,2005,Commercial,47132,Mombasa,Yes,4,1659149,High
CL1832,23,Female,5,Honda Fit,2018,Personal,41126,Thika,Yes,1,1786793,Medium
CL1833,68,Female,47,Toyota Hiace,2008,Personal,26979,Thika,No,0,761161,Low
CL1834,51,Female,30,Toyota Prado,2010,Personal,18303,Nairobi,Yes,1,2577382,Medium
CL1835,43,Male,24,Toyota Premio,2013,Commercial,15651,Nakuru,No,0,4963721,Low
CL1836,33,Male,10,Toyota Hiace,2021,PSV,10908,Nairobi,No,0,3846953,Low
CL1837,47,Female,25,Toyota Hiace,2022,Commercial,36562,Kakamega,No,0,3691833,Low
CL1838,45,Female,24,Toyota Premio,2006,Personal,11161,Kisumu,Yes,3,1585110,High
CL1839,31,Male,7,Isuzu NQR,2019,Commercial,18272,Nairobi,No,0,2059284,Low
CL1840,55,Female,31,Subaru Impreza,2018,Personal,14694,Kakamega,No,0,4659074,Low
CL1841,41,Female,17,Toyota Vitz,2020,Personal,16159,Thika,No,0,1728135,Low
CL1842,19,Male,0,Subaru Impreza,2017,Personal,43387,Thika,No,0,4584488,Low
CL1843,34,Male,14,Toyota Hiace,2009,Commercial,46210,Nairobi,No,0,4186207,Low
CL1844,51,Female,30,Subaru Forester,2019,Personal,15374,Mombasa,Yes,1,2267052,Medium
CL1845,49,Male,27,Toyota Premio,2022,Personal,17394,Thika,No,0,4940768,Low
CL1846,62,Male,40,Mazda Demio,2017,Personal,10443,Eldoret,No,0,2040850,Low
CL1847,35,Male,13,Subaru Forester,2014,Personal,12711,Kakamega,No,0,3828359,Low
CL1848,42,Male,21,Subaru Impreza,2008,PSV,30599,Nakuru,Yes,1,4741307,Medium
CL1849,56,Male,37,Subaru Impreza,2010,Personal,11999,Eldoret,No,0,1694497,Low
CL1850,62,Female,44,Honda Fit,2010,PSV,45396,Nairobi,No,0,4319128,Low
CL1851,67,Male,45,Isuzu NQR,2016,Personal,33142,Kakamega,No,0,3177678,Low
CL1852,18,Male,0,Subaru Forester,2020,Personal,48973,Kisumu,No,0,1636263,Low
CL1853,64,Male,45,Subaru Impreza,2021,PSV,16060,Mombasa,No,0,2100448,Low
CL1854,28,Female,9,Nissan Note,2020,Commercial,46282,Kisumu,No,0,4023319,Low
CL1855,34,Male,16,Toyota Hiace,2008,Personal,38804,Nakuru,No,0,1165275,Low
CL1856,69,Male,50,Nissan Note,2018,Personal,12459,Kakamega,No,0,4757450,Low
CL1857,67,Female,45,Nissan Note,2022,Personal,48247,Eldoret,No,0,3136859,Low
CL1858,59,Male,37,Toyota Premio,2014,Personal,45185,Mombasa,No,0,1991476,Low
CL1859,20,Male,0,Subaru Forester,2013,PSV,17292,Eldoret,No,0,1147937,Low
CL1860,66,Female,47,Nissan Note,2016,Personal,36785,Mombasa,No,0,586569,Low
CL1861,21,Female,0,Toyota Vitz,2016,PSV,38490,Eldoret,Yes,1,4816841,Medium
CL1862,42,Male,24,Nissan Note,2009,Commercial,37025,Thika,No,0,1445424,Low
CL1863,46,Male,27,Subaru Forester,2021,Personal,41098,Thika,Yes,1,1871242,Medium
CL1864,62,Female,40,Subaru Forester,2008,Personal,30102,Thika,No,0,4536589,Low
CL1865,45,Female,22,Isuzu NQR,2015,PSV,28660,Nairobi,No,0,3309858,Low
CL1866,32,Male,12,Toyota Prado,2020,Personal,14231,Nakuru,Yes,2,3750060,High
CL1867,26,Male,2,Subaru Forester,2013,PSV,43909,Kakamega,No,0,2048496,Low
CL1868,26,Male,3,Toyota Hiace,2017,Commercial,40276,Thika,No,0,1716424,Low
CL1869,42,Male,18,Mazda Demio,2008,Personal,23027,Mombasa,No,0,1638355,Low
CL1870,23,Male,3,Nissan Note,2016,Commercial,40013,Kakamega,Yes,1,4504275,Medium
CL1871,63,Female,45,Toyota Hiace,2014,Personal,31446,Mombasa,No,0,1401111,Low
CL1872,20,Male,2,Toyota Premio,2018,Commercial,34945,Kisumu,No,0,4904309,Low
CL1873,29,Female,6,Toyota Prado,2009,PSV,33016,Kisumu,No,0,615042,Low
CL1874,28,Female,5,Subaru Forester,2007,PSV,24690,Nairobi,Yes,1,4227904,Medium
CL1875,53,Male,30,Toyota Premio,2015,Commercial,45595,Mombasa,No,0,1483770,Low
CL1876,59,Male,39,Toyota Premio,2007,PSV,14179,Nakuru,Yes,1,1358267,Medium
CL1877,20,Male,1,Subaru Impreza,2015,Personal,48311,Thika,Yes,4,1127475,High
CL1878,38,Female,17,Subaru Forester,2020,Commercial,43649,Kisumu,No,0,1255724,Low
CL1879,64,Female,41,Toyota Prado,2018,Commercial,42926,Thika,Yes,1,4431067,Medium
CL1880,54,Female,32,Toyota Prado,2018,Personal,41704,Kisumu,Yes,4,2981498,High
CL1881,48,Male,24,Subaru Impreza,2019,Personal,18733,Thika,No,0,536051,Low
CL1882,44,Female,26,Toyota Prado,2012,PSV,38133,Mombasa,No,0,4352659,Low
CL1883,32,Male,12,Toyota Hiace,2007,Commercial,35551,Eldoret,Yes,1,1177551,Medium
CL1884,31,Male,12,Honda Fit,2012,Personal,24404,Mombasa,No,0,3060390,Low
CL1885,31,Female,9,Nissan Note,2013,PSV,12179,Kisumu,No,0,1105743,Low
CL1886,64,Male,43,Toyota Hiace,2010,Commercial,18015,Mombasa,No,0,503420,Low
CL1887,54,Female,31,Mazda Demio,2020,Personal,29465,Kisumu,No,0,2906967,Low
CL1888,53,Male,34,Toyota Premio,2017,Commercial,19470,Nakuru,No,0,3165748,Low
CL1889,22,Male,0,Mazda Demio,2010,Personal,46930,Nairobi,Yes,2,795215,High
CL1890,53,Female,35,Toyota Hiace,2012,PSV,23412,Mombasa,No,0,1737087,Low
